Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
12052262,Pseće srce,Mikhail Bulgakov,"Bulgakov, Mikhail",Dajić Putnik,"=""8679580007""","=""9788679580009""",4,4.08,LOM,Paperback,126,2008,1925,2024/01/02,2024/01/02,,,read,,,,1,0
53447,El túnel,Ernesto Sabato,"Sabato, Ernesto",Nino Pipia,"=""9871144261""","=""9789871144266""",5,4.02,Booket,Paperback,158,2003,1948,2024/01/02,2024/01/01,,,read,"Savršeno predstavljen unutrašnji svet posesivnog i poremećenog čoveka koji živi u svom tunelu i ne može da pojmi, niti da učestvuje u spoljašnjem svetu, jer život posmatra samo kroz svoju imaginaciju, kroz svoje interpretacije i kroz svoja snažna osećanja.<br/>Sebična ličnost koja pre rešava da oduzme tuđi život umesto svog, koja ne pokušava da razume nikoga osim sebe. ",,,1,0
46787,Uncle Tom’s Cabin,Harriet Beecher Stowe,"Stowe, Harriet Beecher",,"=""""","=""""",0,3.92,Wordsworth Classics,Paperback,438,1999,1852,,2023/12/30,,,read,,,,1,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",0,4.03,Modern Library,Kindle Edition,490,2022,1321,,2023/12/30,,,read,,,,1,0
1420,Hamlet,William Shakespeare,"Shakespeare, William","Harold Bloom, Rex Gibson, Israel Gollancz, Henry Norman Hudson, L.A. Sherman, Max J. Herzberg","=""0521618746""","=""9780521618748""",0,4.03,Cambridge University Press,Paperback,289,2005,1601,,2023/12/30,,,read,,,,1,0
45047384,"The House in the Cerulean Sea (Cerulean Chronicles, #1)",T.J. Klune,"Klune, T.J.",,"=""""","=""""",0,4.36,Tor Books,Kindle Edition,394,2020,2020,,2023/12/30,to-read,to-read (#9),to-read,,,,0,0
50623864,The Invisible Life of Addie LaRue,V.E. Schwab,"Schwab, V.E.",Victoria Schwab,"=""0765387565""","=""9780765387561""",0,4.16,Tor Books,Hardcover,448,2020,2020,,2023/12/30,to-read,to-read (#8),to-read,,,,0,0
36809135,Where the Crawdads Sing,Delia Owens,"Owens, Delia",,"=""0735219117""","=""9780735219113""",0,4.37,G.P. Putnam’s Sons,ebook,384,2018,2018,,2023/12/23,to-read,to-read (#7),to-read,,,,0,0
12406029,"Južno od granice, zapadno od sunca",Haruki Murakami,"Murakami, Haruki",Nataša Tomić,"=""867666093X""","=""9788676660933""",4,3.85,Geopoetika,Paperback,174,2006,1992,2023/12/11,2023/12/08,,,read,Šta god da se dešava iznutra - trivije svakodnevnog života pobeđuju.,,,1,0
10956043,Šantaram,Gregory David Roberts,"Roberts, Gregory David",Blaga Lazić,"=""8676620709""","=""9788676620708""",0,4.28,Algoritam,Hardcover,759,2008,2003,,2023/12/11,to-read,to-read (#6),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""0553213695""","=""9780553213690""",4,3.90,Bantam Classics,Mass Market Paperback,201,1972,1915,2023/12/08,2017/09/18,,,read,,,,1,0
17183103,Gospodar muva,William Golding,"Golding, William",Nenad Dropulić,"=""8674366376""","=""9788674366370""",0,3.70,Laguna,Paperback,208,2007,1954,,2023/12/01,to-read,to-read (#5),to-read,,,,0,0
67991210,"Mnogo zivota mnogo ucitelja - Istinita prica o uglednom psihijatru, njegovoj mladoj pacijentkinji i terapiji vracanjem u prosle zivote, koja im je oboma promenila zivot",Brajan Vajs,"Vajs, Brajan",,"=""8679504319""","=""9788679504319""",4,4.00,Leo commerce,Paperback,0,2017,,2023/11/29,2023/11/26,,,read,,,,1,0
25397832,O miševima i ljudima,John Steinbeck,"Steinbeck, John",Danilo Mihajlović,"=""8652118124""","=""9788652118120""",5,3.90,Laguna,Paperback,120,2015,1937,2023/11/25,2023/11/24,,,read,,,,1,0
2710328,Le Procès De Franz Kafka,Franz Kafka,"Kafka, Franz","Jean-Claude Götting, Alexandre Vialatte, Claude David","=""2737627443""","=""9782737627446""",5,3.94,Futuro Galli,Hardcover,192,1992,1925,,2017/09/18,,,read,,,,1,0
13495484,Veliki Getsbi,F. Scott Fitzgerald,"Fitzgerald, F. Scott",Aleksandar Saša Petrović,"=""865210882X""","=""9788652108824""",4,3.93,Laguna,Paperback,219,2011,1925,2023/11/14,2023/11/13,,,read,,,,1,0
17186560,O čemu govorim kada govorim o trčanju,Haruki Murakami,"Murakami, Haruki",Vojo Šindolić,"=""953286086X""","=""9789532860863""",4,3.87,Vuković & Runjić,Paperback,196,2012,2007,2023/11/13,2023/11/02,,,read,,,,1,0
6437669,Kad padne noć,Haruki Murakami,"Murakami, Haruki",Nataša Tomić,"=""8676661464""","=""9788676661466""",5,3.74,Geopoetika,Paperback,152,2008,2004,2023/11/15,2023/11/02,,,read,,,,1,0
62321638,Dok se kafa ne ohladi,Toshikazu Kawaguchi,"Kawaguchi, Toshikazu",Slađana Kuzeljević,"=""8610044122""","=""9788610044126""",5,3.66,Vulkan izdavaštvo,Paperback,238,2022,2015,2023/11/08,2023/11/02,,,read,,,,1,0
34373844,Razgovori s Bogom 1,Neale Donald Walsch,"Walsch, Neale Donald",,"=""""","=""9788683909759""",5,4.21,"ID Leo commerce, Beograd",Paperback,164,2015,1995,2023/07/31,2023/09/24,,,read,,,,3,0
58537332,"The Myth of Normal: Trauma, Illness, and Healing in a Toxic Culture",Gabor Maté,"Maté, Gabor",Daniel Maté,"=""0593083881""","=""9780593083888""",5,4.31,Avery,Hardcover,576,2022,2022,,2023/09/24,,,read,,,,3,0
254308,Oblomov,Ivan Goncharov,"Goncharov, Ivan","Galya Diment, Stephen Pearl","=""1933480092""","=""9781933480091""",5,4.14,Bunim & Bannigan Ltd,Paperback,586,2006,1859,,2017/09/15,,,read,,,,1,1
49437529,Budni u 5: i vaš je čitav svijet,Robin Sharma,"Sharma, Robin",,"=""953485526X""","=""9789534855263""",3,3.68,Koncept izdavaštvo,,312,2019,2018,,2023/02/07,,,read,,,,1,0
57812106,Firekeeper's Daughter,Angeline Boulley,"Boulley, Angeline",,"=""""","=""""",0,4.31,Henry Holt and Co. (BYR),Hardcover,494,2021,2021,,2022/11/18,to-read,to-read (#4),to-read,,,,0,0
43439699,Skärmhjärnan,Anders Hansen,"Hansen, Anders",,"=""9174247964""","=""9789174247961""",3,3.93,Bonnier Fakta,Hardcover,216,2019,2019,2022/11/12,2022/11/11,,,read,,,,1,0
50516,Shakespeare Never Did This,Charles Bukowski,"Bukowski, Charles",Michael Montfort,"=""0876859686""","=""9780876859681""",3,3.68,Ecco,Paperback,176,2002,1979,,2022/11/12,,,read,,,,1,0
38505,Hollywood,Charles Bukowski,"Bukowski, Charles",Cecilia Ceriani,"=""843391426X""","=""9788433914262""",3,3.81,Editorial Anagrama,Mass Market Paperback,320,2006,1989,,2022/11/12,,,read,,,,1,0
32585,Hunger,Knut Hamsun,"Hamsun, Knut",,"=""0486431681""","=""9780486431680""",5,4.04,Dover Publications,Paperback,134,2003,1890,2023/04/30,2022/11/12,,,read,,,,1,0
43889639,Reality Transurfing 1: The Space of Variations (Reality Transurfing Series),Vadim Zeland,"Zeland, Vadim",,"=""""","=""""",5,4.26,Ves Publishing,Kindle Edition,459,2019,2004,,2022/11/11,,,read,,,,1,0
60833301,Nesputana duša,Michael A. Singer,"Singer, Michael A.",,"=""8644500368""","=""9788644500360""",5,4.20,Verba,,231,,2007,,2022/11/11,,,read,,,,1,0
18458985,Zašto se niste ubili: Traženje smisla življenja,Viktor E. Frankl,"Frankl, Viktor E.",Vera Vesković Albulj,"=""""","=""""",4,4.37,Žarko Albulj,Paperback,114,1994,1946,,2022/11/11,,,read,,,,1,0
10031966,Orkanski visovi,Emily Brontë,"Brontë, Emily",Zora Minderović,"=""""","=""""",4,3.90,Narodna knjiga Beograd,Hardcover,463,1953,1847,,2017/09/18,,,read,,,,1,0
27691736,Verónica decide morir,Paulo Coelho,"Coelho, Paulo",,"=""1512092649""","=""9781512092646""",4,3.74,CreateSpace Independent Publishing Platform,Paperback,116,2015,1998,,2017/09/18,,,read,,,,1,0
12213137,Alef,Paulo Coelho,"Coelho, Paulo",,"=""9632931335""","=""9789632931333""",5,3.38,Atheneum,Hardcover,280,2011,2010,,2017/09/18,,,read,,,,1,0
1601129,An Illustrated History of the USA,Bryn O'Callaghan,"O'Callaghan, Bryn",,"=""0582749212""","=""9780582749214""",3,3.87,Longman,Paperback,144,1990,1990,2018/05/23,2018/05/02,,,read,,,,1,0
34386619,Čovek po imenu Uve,Fredrik Backman,"Backman, Fredrik",Nikola Perišić,"=""8652124655""","=""9788652124657""",3,4.38,Laguna,Paperback,354,2017,2012,2019/02/04,2018/04/01,,,read,,,,1,0
227443,"Bridget Jones’s Diary (Bridget Jones, #1)",Helen Fielding,"Fielding, Helen",,"=""014028009X""","=""9780140280098""",3,3.81,Penguin Books,Hardcover,288,1999,1996,,2018/05/16,,,read,,,,2,0
35160593,Očevi i deca,Ivan Turgenev,"Turgenev, Ivan",,"=""""","=""""",5,4.00,Gutenbergova galaksija,Hardcover,211,2003,1862,,2017/09/18,,,read,,,,1,0
12468970,Sramota,J.M. Coetzee,"Coetzee, J.M.",Petar Vujačić,"=""9537160203""","=""9789537160203""",4,3.86,Globus media,Hardcover,223,2004,1999,2017/11/04,2017/10/29,,,read,,,,1,0
81903,"Curtain (Hercule Poirot, #44)",Agatha Christie,"Christie, Agatha",,"=""0425173747""","=""9780425173749""",5,4.10,Berkley,Mass Market Paperback,215,2000,1975,,2017/10/31,,,read,,,,1,0
16349,"Hercule Poirot's Christmas (Hercule Poirot, #20)",Agatha Christie,"Christie, Agatha",,"=""0007120699""","=""9780007120697""",4,3.98,Harper Collins Publishers,Paperback,335,2001,1938,,2017/10/31,,,read,,,,1,0
247,Quiet Days in Clichy,Henry Miller,"Miller, Henry",,"=""080213016X""","=""9780802130167""",2,3.61,Grove Press,Paperback,154,1994,1956,,2017/10/29,,,read,,,,1,0
265650,Shakespeare's Romeo and Juliet,Michael Rosen,"Rosen, Michael",Jane E. Ray,"=""0763622583""","=""9780763622589""",3,4.13,Candlewick,Hardcover,80,2003,2003,,2017/09/22,,,read,,,,1,0
6565891,Јазавац пред судом,Petar Kočić,"Kočić, Petar",,"=""""","=""""",3,3.96,JRJ,Hardcover,119,2010,1904,,2017/09/22,,,read,,,,1,0
6784536,Drak sa vracia,Dobroslav Chrobák,"Chrobák, Dobroslav","Jozef Bob, Ján Meisner","=""""","=""""",3,3.53,Tatran,Hardcover,252,1971,1943,,2017/09/22,,,read,,,,1,0
12650160,Ťapákovci,Božena Slančíková Timrava,"Timrava, Božena Slančíková",,"=""8088735742""","=""9788088735748""",3,2.96,Vydavateľstvo Spolku slovenských spisovateľov,Hardcover,154,1998,1914,,2017/09/22,,,read,,,,1,0
6406657,Pop Ćira i pop Spira,Stevan Sremac,"Sremac, Stevan",,"=""8676094047""","=""9788676094042""",5,3.65,JRJ,Hardcover,282,2009,1894,,2017/09/22,,,read,,,,1,0
143510,Five Great Short Stories (Dover Thrift Editions: Short Stories),Anton Chekhov,"Chekhov, Anton",,"=""0486264637""","=""9780486264639""",5,3.91,Dover Publications,Paperback,94,1990,1990,,2017/09/22,,,read,,,,1,0
6754775,Nečista krv,Borisav Stanković,"Stanković, Borisav",,"=""8684941284""","=""9788684941284""",5,3.83,Alexandria,Paperback,252,2004,1910,,2017/09/22,,,read,,,,1,0
7294729,Una,Momo Kapor,"Kapor, Momo",,"=""""","=""""",0,3.82,Znanje,Paperback,262,1981,1981,,2017/09/22,to-read,to-read (#3),to-read,,,,0,0
6120158,Rani jadi,Danilo Kiš,"Kiš, Danilo",,"=""860701594X""","=""9788607015948""",5,3.94,Prosveta,Hardcover,97,2005,1970,,2017/09/22,,,read,,,,1,0
6251965,Кад су цветале тикве,Dragoslav Mihailović,"Mihailović, Dragoslav",,"=""8690309152""","=""9788690309153""",5,4.10,IKP Inicijal,Hardcover,140,2007,1968,,2017/09/22,,,read,,,,1,0
6124984,Корени,Dobrica Ćosić,"Ćosić, Dobrica",,"=""8670583089""","=""""",5,3.87,Gutenbergova galaksija,Hardcover,284,2005,1954,,2017/09/22,,,read,,,,1,0
197132,The Collected Poems,Sergei Yesenin,"Yesenin, Sergei",Gregory Brengauz,"=""0970580304""","=""9780970580306""",5,4.31,Floridian Publisher,,700,2000,1961,,2017/09/22,,,read,,,,1,0
496241,"Penguin Passnotes: Charlotte Bronte's ""Jane Eyre""",Anne Holker,"Holker, Anne",,"=""0140770038""","=""9780140770032""",3,4.36,Penguin Books Ltd,Paperback,112,1984,1984,,2017/09/22,,,read,,,,1,0
118413,The Bedbug and Selected Poetry,Vladimir Mayakovsky,"Mayakovsky, Vladimir",,"=""0253201896""","=""9780253201898""",5,4.20,Indiana University Press,Paperback,320,1975,1929,,2017/09/22,,,read,,,,1,0
5974286,"Orlovi rano lete (Pionirska trilogija, #1)",Branko Ćopić,"Ćopić, Branko",,"=""8683695050""","=""9788683695058""",5,4.33,Mali Princ Beograd,Paperback,158,2002,1957,,2017/09/22,,,read,,,,1,0
17563191,Malka (novely),František Švantner,"Švantner, František",,"=""""","=""""",3,3.69,Matica slovenská,Paperback,214,1942,1942,2017/01/01,2017/09/18,,,read,,,,1,0
49552,The Stranger,Albert Camus,"Camus, Albert",Matthew  Ward,"=""""","=""""",4,4.03,Vintage International,Paperback,123,1989,1942,,2017/09/20,,,read,,,,1,0
36018707,Gospodin iz San-Frantsisko. [proizvedeniia 1915-16 g.] (Russian Edition),I.V. Bunin,"Bunin, I.V.",,"=""064916282X""","=""9780649162826""",5,5.00,Trieste Publishing,Paperback,224,2018,,,2017/09/18,,,read,,,,1,0
19442440,Lužinova odbrana,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""9788683635795""",4,3.94,NNK international,Paperback,268,2009,1929,,2017/09/18,,,read,,,,1,0
13089421,Pomalo neobični slučajevi,Daniil Kharms,"Kharms, Daniil","Daniil Kharms, Irena Lukšić","=""9536683113""","=""""",5,4.48,Šareni dućan,Paperback,256,2001,2001,,2017/09/18,,,read,,,,1,0
12126548,Tako mrtvi vole,Charles Bukowski,"Bukowski, Charles",Flavio Rigonat,"=""8679580082""","=""9788679580085""",4,3.80,LOM,Paperback,380,2007,,,2017/09/18,,,read,,,,1,0
8529716,Ostrvo,Meša Selimović,"Selimović, Meša",,"=""8687019408""","=""9788687019409""",3,4.39,Štampar Makarije,Hardcover,176,2008,1974,,2017/09/18,,,read,,,,1,0
17886,Fyodor Dostoyevsky's Crime and Punishment,John D. Simons,"Simons, John D.",Monarch Notes,"=""0671005170""","=""9780671005177""",5,4.52,Monarch Notes,Paperback,97,1988,1988,,2017/09/18,,,read,,,,1,0
65882,Dostoïevski Trip,SOROKINE Vladimir,"Vladimir, SOROKINE",,"=""2912464994""","=""9782912464996""",4,3.84,SOLITAIRES INT,Hardcover,72,2001,2001,,2017/09/18,,,read,,,,1,0
297165,Selected Poems,Alexander Blok,"Blok, Alexander",,"=""1857544730""","=""9781857544732""",5,4.28,Carcanet Press Ltd.,Paperback,128,2000,1918,,2017/09/18,,,read,,,,1,0
8428604,Dom v stráni,Martin Kukučín,"Kukučín, Martin",,"=""8055102953""","=""""",2,3.08,Ikar,Hardcover,312,2002,1912,,2017/09/18,,,read,,,,1,0
7424373,Tvrdica,Jovan Sterija Popović,"Popović, Jovan Sterija",,"=""8637910068""","=""9788637910060""",3,3.32,Srpska književna zadruga,Paperback,73,2008,1837,,2017/09/18,,,read,,,,1,0
6296145,Seobe,Miloš Crnjanski,"Crnjanski, Miloš",,"=""""","=""""",5,3.75,"Novosti, Beograd",Hardcover,250,2004,1929,,2017/09/18,,,read,,,,1,0
6747126,Gorski vijenac,Petar II Petrović Njegoš,"Njegoš, Petar II Petrović",,"=""863791070X""","=""9788637910701""",4,3.89,,Hardcover,205,2009,1847,,2017/09/18,,,read,,,,1,0
6352279,Koštana,Borisav Stanković,"Stanković, Borisav",,"=""8637909310""","=""9788637909316""",3,3.44,Srpska književna zadruga,Paperback,84,2003,1902,,2017/09/18,,,read,,,,1,0
157993,The Little Prince,Antoine de Saint-Exupéry,"Saint-Exupéry, Antoine de",Richard Howard,"=""0152023984""","=""9780152023980""",3,4.33,"Harcourt, Inc.",Hardcover,96,2000,1943,,2017/09/18,,,read,,,,1,0
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",4,3.81,Scribner,Hardcover,96,1996,1952,,2017/09/18,,,read,,,,1,0
9582970,Sumnjivo lice,Branislav Nušić,"Nušić, Branislav",,"=""8637910629""","=""9788637910626""",3,4.06,Srpska književna zadruga,Paperback,104,2009,,,2017/09/18,,,read,,,,1,0
13335037,"Divergent (Divergent, #1)",Veronica Roth,"Roth, Veronica",,"=""0062024035""","=""9780062024039""",3,4.13,Katherine Tegen Books,Paperback,487,2012,2011,,2017/09/18,,,read,,,,1,0
11735983,"Insurgent (Divergent, #2)",Veronica Roth,"Roth, Veronica",,"=""0007442912""","=""9780007442911""",3,3.96,HarperCollins Children's Books,Hardcover,525,2012,2012,,2017/09/18,,,read,,,,1,0
18710190,"Allegiant (Divergent, #3)",Veronica Roth,"Roth, Veronica",,"=""0007524277""","=""9780007524273""",3,3.60,HarperCollins Children's Book's,Hardcover,531,2013,2013,,2017/09/18,,,read,,,,1,0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",2,3.67,"Little, Brown and Company",Paperback,498,2006,2005,,2017/09/18,,,read,,,,1,0
10818853,"Fifty Shades of Grey (Fifty Shades, #1)",E.L. James,"James, E.L.",,"=""1612130291""","=""9781612130293""",1,3.67,Vintage,Paperback,356,2011,2011,,2017/09/18,,,read,,,,1,0
11857408,"Fifty Shades Darker (Fifty Shades, #2)",E.L. James,"James, E.L.",,"=""1612130585""","=""9781612130583""",1,3.83,The Writer's Coffee Shop Publishing House,Paperback,532,2011,2011,,2017/09/18,,,read,,,,1,0
13536860,"Fifty Shades Freed (Fifty Shades, #3)",E.L. James,"James, E.L.",,"=""0345803507""","=""9780345803504""",1,3.83,Vintage Books,Paperback,579,2013,2012,,2017/09/18,,,read,,,,1,0
67238,Dead Poets Society,N.H. Kleinbaum,"Kleinbaum, N.H.",Tom Schulman,"=""0553282980""","=""9780553282986""",0,4.17,Starfire,Paperback,166,1989,1988,,2017/09/18,to-read,to-read (#2),to-read,,,,0,0
83674,The Bridges of Madison County,Robert James Waller,"Waller, Robert James",,"=""0446364495""","=""9780446364492""",3,3.72,Grand Central Publishing,Mass Market Paperback,182,1995,1992,,2017/09/18,,,read,,,,1,0
836126,Faktotum.,Charles Bukowski,"Bukowski, Charles",,"=""3423123877""","=""9783423123877""",4,3.92,dtv,Paperback,210,1997,1975,,2017/09/18,,,read,,,,1,0
117251,"Hamlet: Screenplay, Introduction And Film Diary",Kenneth Branagh,"Branagh, Kenneth",William Shakespeare,"=""0393315053""","=""9780393315059""",4,4.14,W. W. Norton & Company,Paperback,208,1996,1996,,2017/09/18,,,read,,,,1,0
6961313,Romeo i Julia,William Shakespeare,"Shakespeare, William",Józef Paszkowski,"=""""","=""""",4,3.74,Greg,Paperback,152,2016,1590,,2017/09/18,,,read,,,,1,0
7612084,V úzkosti hľadania,Dominik Tatarka,"Tatarka, Dominik","Hana Ponická, Milan Hamada, Ervín Semian","=""8071401153""","=""9788071401155""",4,3.83,Tranoscius,Hardcover,195,1997,1942,,2017/09/18,,,read,,,,1,0
36260935,Voda nešto nosi,Lajos Zilahy,"Zilahy, Lajos",Stipe Vojnović,"=""""","=""""",4,3.98,"""Otokar Keršovani"", Rijeka",Unknown Binding,254,1959,1928,,2017/09/18,,,read,,,,1,0
16101872,Razum i osećajnost,Jane Austen,"Austen, Jane",,"=""8677108696""","=""9788677108694""",4,4.09,Alnari,Paperback,334,2012,1811,,2017/09/18,,,read,,,,1,0
23279545,Preljuba,Paulo Coelho,"Coelho, Paulo",Jovan Tatić,"=""8652116873""","=""9788652116874""",1,3.09,Laguna,Hardcover,272,2014,2012,,2017/09/18,,,read,,,,1,0
32828949,Špijunka,Paulo Coelho,"Coelho, Paulo",,"=""8652121435""","=""9788652121434""",2,3.38,Laguna,Paperback,164,2016,2017,,2017/09/18,,,read,,,,1,0
17847548,Đavo i gospođica Prim,Paulo Coelho,"Coelho, Paulo",Jasmina Nešković,"=""8674485227""","=""9788674485224""",3,3.62,Paideia,Hardcover,153,2002,2000,,2017/09/18,,,read,,,,1,0
22930642,"Misteriozni gospodin Kvin (Harley Quin, #1)",Agatha Christie,"Christie, Agatha",,"=""8633115883""","=""9788633115889""",5,3.74,Narodna knjiga,Paperback,316,2004,1930,,2017/09/18,,,read,,,,1,0
16322,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,"Christie, Agatha",,"=""1579126243""","=""9781579126247""",4,4.03,Black Dog & Leventhal Pub,Hardcover,207,2006,1936,,2017/09/18,,,read,,,,1,0
36152207,Nulta tačka,Agatha Christie,"Christie, Agatha",Tamara Đorđević,"=""8633116138""","=""""",4,3.96,Narodna knjiga,Paperback,246,2004,1944,,2017/09/18,,,read,,,,1,0
24898371,"Ubistvo Rodžera Akrojda (Hercule Poirot, #4)",Agatha Christie,"Christie, Agatha",Ivana Golubović,"=""8679284033""","=""9788679284037""",5,4.26,Mladinska knjiga,Paperback,295,2014,1926,,2017/09/18,,,read,,,,1,0
76171,We,Yevgeny Zamyatin,"Zamyatin, Yevgeny",Clarence Brown,"=""0140185852""","=""9780140185850""",5,3.88,Penguin Books,Paperback,256,1993,1924,,2017/09/18,,,read," George Orwell rewieved Zamyatin's book We, and three years after that, he wrote 1984 with identical topic. Coincidence? I don't think so... It's plagiarism. <br/><br/>",,,1,0
27130201,Kapetanova kći,Alexander Pushkin,"Pushkin, Alexander",,"=""1517603854""","=""9781517603854""",3,3.85,Createspace Independent Publishing Platform,Paperback,142,2015,1836,,2017/09/18,,,read,,,,1,0
16041554,Nevesta hôľ a iné prózy,František Švantner,"Švantner, František",Jana Kuzmíková,"=""8071499943""","=""""",3,3.96,Kalligram,Hardcover,632,2007,1946,,2017/09/18,,,read,,,,1,0
18632665,Adam Šangala,Ladislav Nádaši-Jégé,"Nádaši-Jégé, Ladislav",,"=""""","=""""",3,3.56,Tatran,Hardcover,316,1976,1923,,2017/09/18,,,read,,,,1,0
33975229,Živý bič II. (Adam Hlavaj),Milo Urban,"Urban, Milo",Martin Benka,"=""""","=""""",4,3.75,"Sväz slovenského študentstva, Leopold Mazáč",Paperback,235,1927,1927,,2017/09/18,,,read,,,,1,0
10053116,Živý bič,Milo Urban,"Urban, Milo",,"=""808046233X""","=""9788080462338""",4,3.62,Perfekt,Hardcover,304,2003,1927,,2017/09/18,,,read,,,,1,0
8387618,Kamarát Jašek. Drak sa vracia,Dobroslav Chrobák,"Chrobák, Dobroslav",,"=""8089208398""","=""9788089208395""",3,3.55,Vydavateľstvo Matice slovenskej,Hardcover,178,2006,2006,,2017/09/18,,,read,,,,1,0
10053087,Tri gaštanové kone,Margita Figuli,"Figuli, Margita",,"=""8022202541""","=""9788022202541""",3,3.53,Tatran,Hardcover,167,1991,1940,,2017/09/18,,,read,,,,1,0
51504,Post Office,Charles Bukowski,"Bukowski, Charles",,"=""0876850867""","=""9780876850862""",4,3.93,Black Sparrow Press,Paperback,208,2002,1971,,2017/09/18,,,read,,,,1,0
17860577,Čiča Gorio,Honoré de Balzac,"Balzac, Honoré de",Jelisaveta Marković,"=""""","=""""",5,3.85,"Narodna prosveta, Beograd",Unknown Binding,351,1935,1835,,2017/09/18,,,read,,,,1,0
358846,Death and the Dervish,Meša Selimović,"Selimović, Meša",Stephen M. Dickey,"=""0810112973""","=""9780810112971""",5,4.51,Northwestern University Press,Paperback,473,1996,1966,,2017/09/18,,,read,,,,1,1
17212231,"Inferno (Robert Langdon, #4)",Dan    Brown,"Brown, Dan",,"=""0385537859""","=""9780385537858""",4,3.90,Doubleday,Hardcover,463,2013,2013,,2017/09/18,,,read,,,,1,0
976,Deception Point,Dan    Brown,"Brown, Dan",,"=""0671027387""","=""9780671027384""",4,3.77,Pocket Books,Paperback,556,2002,2001,,2017/09/18,,,read,,,,1,0
11125,Digital Fortress,Dan    Brown,"Brown, Dan",,"=""""","=""""",5,3.71,Corgi books,Paperback,510,2004,1998,,2017/09/18,,,read,,,,1,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",5,3.95,Pocket Books,Paperback,736,2006,2000,,2017/09/18,,,read,,,,1,0
968,"The Da Vinci Code (Robert Langdon, #2)",Dan    Brown,"Brown, Dan",,"=""""","=""""",5,3.94,Anchor,Paperback,489,2006,2003,,2017/09/18,,,read,,,,1,0
9018860,Deadly Spring ,Lajos Zilahy,"Zilahy, Lajos",,"=""""","=""""",5,4.08,,Hardcover,240,1965,1938,,2017/09/18,,,read,,,,1,1
32590,Pan,Knut Hamsun,"Hamsun, Knut",Sverre Lyngstad,"=""0141180676""","=""9780141180670""",5,3.83,Penguin Publishing Group,Paperback,181,1998,1894,,2017/09/18,,,read,,,,1,1
137235,Victoria,Knut Hamsun,"Hamsun, Knut",,"=""0285647598""","=""9780285647596""",5,3.76,Souvenir Press,Paperback,112,2007,1898,,2017/09/18,,,read,,,,1,1
7384889,Sidarta,Hermann Hesse,"Hesse, Hermann","Herbert Caro, Otto Maria Carpeaux","=""""","=""""",5,4.08,Civilização Brasileira,Paperback,122,1970,1922,,2017/09/18,,,read,,,,1,1
10064,Rosshalde,Hermann Hesse,"Hesse, Hermann",Alberto Luis Bixio,"=""9500725959""","=""9789500725958""",5,3.81,Sudamericana,Paperback,217,2005,1914,,2017/09/18,,,read,,,,1,1
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,"=""0140448071""","=""9780140448078""",5,3.98,Penguin Classics,Paperback,464,2004,1842,,2017/09/18,,,read,,,,1,0
17229141,Šinjel i druge pripovetke,Nikolai Gogol,"Gogol, Nikolai",,"=""""","=""""",5,4.19,"Veselin Masleša, Sarajevo",Hardcover,259,1983,1836,,2017/09/17,,,read,,,,1,0
12857,The Gambler,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Constance Garnett,"=""""","=""""",5,3.91,Modern Library,Paperback,188,2003,1866,,2017/09/17,,,read,,,,1,1
67329,Crime And Punishment; The Gambler; Notes From The Underground,DOSTOYEVSKY.,"DOSTOYEVSKY., DOSTOYEVSKY.","Constance Garnett, C.J. Hogarth","=""1851527176""","=""9781851527175""",5,4.48,Chancellor Press,Paperback,696,1994,,,2017/09/17,,,read,,,,1,1
17884,Dostoyevsky's Notes from Underground (Critical Studies in Russian Literature),Richard Arthur Peace,"Peace, Richard Arthur","Fyodor Dostoevsky, R.A. Peace, G. Humphreys","=""1853993433""","=""9781853993435""",0,4.37,Bristol Classical Press,Paperback,96,1998,1993,,2017/09/17,to-read,to-read (#1),to-read,,,,0,0
9667484,"Generation ""П"". Повести. Рассказы",Victor Pelevin,"Pelevin, Victor",Виктор Пелевин,"=""5699450947""","=""9785699450947""",5,4.15,Эксмо ,Hardcover,608,2010,1999,,2017/09/17,,,read,,,,1,0
17271888,Moskva-Petušky,Venedikt Erofeev,"Erofeev, Venedikt",,"=""8025706974""","=""9788025706978""",5,4.03,Argo,Hardcover,152,2012,1969,,2017/09/17,,,read,,,,1,0
29969800,Elizaveta Bam,Daniil Kharms,"Kharms, Daniil",,"=""""","=""""",5,4.16,,Unknown Binding,24,,,,2017/09/17,,,read,,,,1,0
