Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
5,"Harry Potter and the Prisoner of Azkaban (Harry Potter, #3)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""043965548X""","=""9780439655484""",5,4.58,Scholastic Inc.,Mass Market Paperback,547,2004,1999,,2017/09/18,,,read,"Od trećeg dela već počinje da bude još interesantija priča. Toliko sam se prebacila u ovaj svet, da jedva čekam da čitam, tako da je spavanje najviše žrtvovano. ",,,2,0
7327562,Čudo u Poskokovoj Dragi,Ante Tomić,"Tomić, Ante",,"=""9533031549""","=""9789533031545""",0,4.30,Naklada Ljevak (Zagreb),Hardcover,261,2009,2009,,2025/02/12,to-read,to-read (#39),to-read,,,,0,0
24998671,Letters on Ethics: To Lucilius (The Complete Works of Lucius Annaeus Seneca),Seneca,"Seneca, Seneca","Margaret Graver, Anthony A. Long","=""022626517X""","=""9780226265179""",0,4.32,University of Chicago Press,Hardcover,604,2015,64,,2024/06/24,currently-reading,currently-reading (#2),currently-reading,,,,1,0
15881,"Harry Potter and the Chamber of Secrets (Harry Potter, #2)",J.K. Rowling,"Rowling, J.K.",Mary GrandPré,"=""""","=""""",5,4.43,Arthur A. Levine Books,Hardcover,352,1999,1998,,2017/09/18,,,read,"Ponekad izmislim sadašnjost da imam gde da prenoćim. ✨<br/><br/>Thank you JKR, for designing an escape, creating a refuge from the present, regrdless our age. ",,,2,0
42413314,Rebeka,Daphne du Maurier,"Maurier, Daphne du",Draga Petrović Grgin,"=""8652131139""","=""9788652131136""",0,4.25,Laguna,Paperback,488,2018,1938,,2025/02/06,to-read,to-read (#38),to-read,,,,0,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",5,4.47,Scholastic Inc,Hardcover,309,2003,1997,2025/01/30,2017/09/18,,,read,"Toliko mi je drago da sam serijal čitala kao dete. ❤️<br/>Iako je tada bilo mnogo specijalnije, bila sam opčinjena, ništa drugo nisam mogla da radim osim da čitam, i sada je podjednako magično. ✨<br/><br/>Toliko sam bila uporna za poslednji deo, da su me zvali iz biblioteke da mi jave da je stigao. ",,,1,0
6437732,Njujorška trilogija,Paul Auster,"Auster, Paul","Ivana Đurić Paunović, Zoran Paunović, Svetlana Spaić","=""8676660034""","=""9788676660032""",0,3.86,Geopoetika,Paperback,283,1998,1987,,2025/01/31,currently-reading,currently-reading (#1),currently-reading,,,,1,0
10439199,Naivan. Super.,Erlend Loe,"Loe, Erlend","Sofija Bilandžija, Nataša Ristivojević, Mirna Stevanović","=""8661450144""","=""9788661450143""",3,3.86,Geopoetika,Paperback,225,2010,1996,2025/01/30,2025/01/30,,,read,"Definitivno je bolja od Doplera, ali prosto nije nešto u čemu se pronalazim, iako shvatam zašto je Erlend popularan. Ako ga nešto odlikuje - maštovit je i zabavan. <br/>Priča prati dvadesetpetogodišnjaka i njegov unutrašnji svet, predstavljen svakodnevnim jezikom.  <br/>Protagonista se susreće sa egzistencijalnom krizom, gubi interes za svet oko sebe, prijatelje i studije.<br/>Naivnost koristi u okršaju sa složenim pitanjima. <br/><br/>- Moje vreme nije isto kao tvoje vreme. Naša vremena nisu ista. Ti imaš svoje vreme, a ja imam svoje. Naši trenuci nisu isti. I znaš li šta to znači?<br/>To znači da vreme ne postoji. Da li treba to da kažem još jednom? Vreme ne postoji. Postoji život i smrt. Postoje ljudi i životinje. Naše misli postoje. I svet i vasiona. Ali vreme ne postoji. Možeš da se opustiš. Osećaš li se bolje sada. Ja se osećam bolje. Biće dobro. Želim ti lep dan.",,,1,0
13612403,Ostaci dana,Kazuo Ishiguro,"Ishiguro, Kazuo",Gordana Velmar-Janković,"=""8613006337""","=""9788613006336""",5,4.14,BIGZ,Hardcover,259,1992,1989,2024/12/23,2024/02/16,,,read,"Ovo je roman o lojalnosti, propasti aristokratije u Engleskoj, emocionalnoj inhibiciji, rigidnosti i o neostvarenoj ljubavi. <br/><br/>Batler Stivens, koji je pravi profesionalac, nakon smrti lorda Darlingtona kome je služio godinama, ostaje u Darlington holu i nakon njegove prodaje. Amerikanac, u čijem je vlasništvu Darlington hol, daje svoj auto Stivensu, da ide na put i upozna svoju zemlju. Tom prilikom, Stivens odlazi kod gospođice Ketrin, bivše domaćice Darlington hola i usput se priseća sjajnih dana i događaja iz svoje karijere. <br/><br/>Stivens ostaje u svojoj ulozi, na pozornici svog života, ali se ne kraju ipak pita, da li je mogao drugačiju ulogu da izabere? <br/><br/>Kazuo Išiguro verno oslikava jedno doba i oživljava ga pred našim očima. <br/><br/>4.3/5",,,1,0
71702510,Moj pas glupi,Džon Fante,"Fante, Džon",John Fante,"=""8679582085""","=""9788679582089""",0,3.70,L.O.M.,Paperback,156,2018,,,2025/01/20,to-read,to-read (#37),to-read,,,,0,0
11553583,Prokleta avlija,Ivo Andrić,"Andrić, Ivo",,"=""""","=""""",5,4.25,,Hardcover,120,,1954,,2017/09/18,,,read," - Još uvek je prava letnja vrelina. U Avlini sve kao i uvek. Jedne puštaju, drugi dolaze na njihovo mesto, a to se i ne primećuje. Svi su sporedni i nevažni. Avlija živi sama za sebe, sa stotinu promena, i uvek ista. <br/><br/>- Ako hoćeš da znaš kakva je neka država i njena uprava, i znaš kakva im je budućnost, gledaj samo da saznaš koliko u toj zemlji ima čestitih i nevinih ljudi po zatvorima, a koliko zlikovaca i prestupnika na slobodi.<br/>",,,2,1
63017297,My Husband,Maud Ventura,"Ventura, Maud",Emma Ramadan,"=""0063274825""","=""9780063274822""",0,3.65,HarperVia,Hardcover,272,2023,2021,,2025/01/18,to-read,to-read (#36),to-read,,,,0,0
6411961,"The Lost Symbol (Robert Langdon, #3)",Dan    Brown,"Brown, Dan",,"=""0385504225""","=""9780385504225""",5,3.76,Doubleday,Hardcover,509,2009,2009,,2017/09/18,,,read,,,,2,0
52639214,Priručnik za čistačice,Lucia Berlin,"Berlin, Lucia","Milica Kisić Božić, Lydia Davis","=""8664630062""","=""9788664630061""",0,4.19,IPC Media,Paperback,427,2019,2015,,2025/01/14,to-read,to-read (#35),to-read,,,,0,0
14028,Snow Country,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679761047""","=""9780679761044""",0,3.56,Vintage,Paperback,175,1996,1948,,2025/01/13,to-read,to-read (#34),to-read,,,,0,0
104121427,Sva nasa tela : (superkratke price),Georgi Gospodinov,"Gospodinov, Georgi",,"=""8661453194""","=""9788661453199""",0,4.10,Geopoetika Beograd,Paperback,134,2019,2018,,2025/01/10,to-read,to-read (#33),to-read,,,,0,0
1363427,Kybalion: A Study of the Hermetic Philosophy of Ancient Egypt and Greece,Three Initiates,"Initiates, Three","William Walker Atkinson, Tre Iniziati","=""0911662251""","=""9780911662252""",0,4.23,Devorss & Co,Hardcover,223,1908,1912,,2025/01/08,to-read,to-read (#32),to-read,,,,0,0
7805,Pale Fire,Vladimir Nabokov,"Nabokov, Vladimir",,"=""""","=""""",0,4.17,Penguin Books Ltd,Paperback,246,2000,1962,,2025/01/06,to-read,to-read (#31),to-read,,,,0,0
20492487,Noć u Lisabonu,Erich Maria Remarque,"Remarque, Erich Maria",Kaliopa Nikolajević,"=""""","=""""",5,4.33,Otokar Keršovani,Hardcover,222,1966,1961,2024/11/22,2024/11/15,,,read,"U toku jedne noći u Lisabonu, izgnanik iz Nemačke, prepričava svoju priču o izgnanstvu drugom imigrantu dok čekaju brod za Ameriku.<br/>Ispovest o jednom životu. Ljubavna priča, koju Švarc prepričava kako bi kroz priču nastavili da žive.<br/><br/>4.5/5 ",,,1,0
8523085,Avanture nevaljale devojčice,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""8674368603""","=""9788674368602""",4,4.14,Laguna,Paperback,336,2008,2006,2024/11/14,2024/10/30,,,read,"Dobro je da sam uspela da završim ovu knjigu. Objektivno je dobra ideja, lep stil pisanja. Kažu da je drugačija od ostalih Ljosinih knjiga i da mu je ona najslabija. <br/><br/>U romanu je predstavljena ljubavna priča Rikarda i Nevaljale devojčice koja prati njihove živote od detinjstva. <br/><br/>Rikardo je čitavog života zaljubljen u Nevaljalu devojčicu dok ona uvek želi nešto drugo i u njegov život dolazi da napravi haos i ponovo ga povređujući traži novog, bogatog ljubavnika. Rikardo uvek pristaje na sve zahteve Nevaljale devojčice iako se ona ponaša prema njemu kao sadista. Volela bih da više znam o psihičkim poremećajima da bi mi bilo jasno koje psihičke smetnje imaju. Ne samo ona već i on.<br/><br/>Što se tiče ostalog u romanu, može se sagledati kao putopis jer Rikardo kao simultani prevodilac putuje po svetu i opisana je politička i društvena situacija u drugoj polovini 20. veka. <br/><br/>Da cela priča ne ide toliko u krajnost, ovo bi bio jedan sasvim lep roman. <br/><br/>Subjektivna ocena 2.5. <br/><br/>",,,1,0
25932763,Plodovi gneva,John Steinbeck,"Steinbeck, John","Jovan Popović, Radoš Novaković","=""8652118132""","=""9788652118137""",0,4.03,Laguna,Paperback,592,2015,1939,,2024/11/09,to-read,to-read (#30),to-read,,,,0,0
56500736,Slikar duša,Ildefonso Falcones,"Falcones, Ildefonso",,"=""8652140049""","=""9788652140046""",0,3.90,Laguna,Paperback,664,2020,2019,,2024/11/06,to-read,to-read (#29),to-read,,,,0,0
212031371,Himalaji: Ili kako sam zavoleo more,Ivan Stanković,"Stanković, Ivan",,"=""8651930275""","=""9788651930273""",0,4.12,Službeni glasnik,Paperback,195,2024,,,2024/11/06,to-read,to-read (#28),to-read,,,,0,0
17932289,Arizani,Ivan Ivanović,"Ivanović, Ivan",,"=""8613000029""","=""9788613000020""",0,4.65,BIGZ,Paperback,267,1986,1982,,2024/11/06,to-read,to-read (#27),to-read,,,,0,0
8788618,Katedrala na moru,Ildefonso Falcones,"Falcones, Ildefonso",Ivana Nikolić,"=""""","=""9788674368015""",0,4.18,Laguna,Paperback,548,2008,2006,,2024/11/06,to-read,to-read (#26),to-read,,,,0,0
197318784,Sezona berbe,Magdalena Blažević,"Blažević, Magdalena",,"=""9789533586""","=""""",4,3.99,Fraktura,Hardcover,147,2023,2023,2024/11/05,2024/11/03,,,read,"Sezona berbe definitvno predstavlja najveće iznenađenje ove godine. Pristupila sam joj bez očekivanja, možda sam se zbog toga i iznenadila, ali je zaista unikatno delo.  <br/><br/>Magdalena je stvorila pravi primer sinestezije - kada je zamislim, pred očima mi je slika, ulje na platnu, osetim jesen, ubrano voće i miris džema i čistog veša na žici. <br/><br/>Prvi deo romana prati ljubavnu priču fotografkinje Une, dok je u drugom delu romana akcenat na priči njene majke koja govori o ratu, borbi i ljubavi. Senzualna priča sva u fragmentima, isprepletana opisima prizora, emocija, kroz koje je protkan po neki snažni događaj, sa malo erotskih elemenata. Rečenica u rečenicu se sliva i zapravo čitalac nema doživljaj da čita roman. Sve je u nekom svom ritmu i u posebnoj atmosferi. Kao da smo delić nečijeg sećanja. <br/><br/>Iako sam se prijatno iznenadila, knjiga je objektivno za 4, jer fali nekih elemenata, priča je dosta neispričana i sklona interpretaciji, što je sa druge strane deo šarma ove knjige, ali verujem da u autorki čuči nešto jako lepo. Svakako me je motivisalo da pročitam još nešto od Magdalene Blažević i verujem da ima potencijala za neko odlično delo. <br/><br/>Za stil pisanja čista petica. ❤️<br/>",,,1,0
8660174,Dopler,Erlend Loe,"Loe, Erlend","Sofija Bilandžija, Nataša Ristivojević-Rajković, Mirna Stevanović","=""8676660581""","=""9788676660582""",3,3.90,Geopoetika,Paperback,147,2005,2004,2024/11/03,2024/11/02,,,read,"Ovo je jedna od knjiga gde mi je mišljenje podeljeno. Na momente mi je bila zabavna, ali definitivno ne mogu da se povežem sa autorom. <br/><br/>Svakako zanimljiv način poimanja stvari i interesantna kritika društva.<br/><br/>,,Uprkos svemu, ja nisam Indijanac, već čovek sopstvenog vremena. Neuspešan čovek svog vremena. Ili samo čovek neuspešnog vremena. Sve zavisi.’’",,,1,0
44169118,Cveće za Aldžernona,Daniel Keyes,"Keyes, Daniel",Nikola Pajvančić,"=""8652132410""","=""9788652132416""",5,4.24,Laguna,Paperback,272,2019,1966,2024/11/02,2024/10/24,,,read,"Ovo je priča o Čarliju Gordonu. Mladiću sa niskim koeficijentom inteligencije, koji je izabran da bude deo naučnog eksperimenta sa ciljem povećanja njegove inteligencije. Ovaj eksperiment je najpre rađen na mišu po imenu Aldžernon koji je pokazao odličan mentalni napredak, pa su sa eksperimentom nastavili na Čarliju.<br/><br/>Tada počinje Čarlijevo putovanje. Sa povećanjem inteligencije, Čarli počinje da bude svestan svojih odnosa sa prijateljima, porodicom i svetom koji ga okružuje. Shvata da su mu se ljudi uglavnom rugali i podsmevali i što je inteligentniji, odnos prema zaostalim ljudima ga sve više pogađa. <br/>Čak i kada dostiže natprosečnu inteligenciju, Čarli je ponovo izopšten iz društva, jer se opet nije uklapao. <br/><br/>Društvo ne podnosi drugačije ljude. Ovaj roman navodi čitaoca da razmisli o tome kako se društvo ponaša prema ljudima koji se ne uklapaju u društvene norme i da li je toliko teško prihvatiti drugačije od sebe? Ovakvi romani nam pokazuju koliko su ukorenjene neke stvari u društvu i da se od perioda pisanja ovog romana odnos prema malo drugačijim ljudima promenio vrlo malo, a možda ni toliko. <br/><br/>,,Inteligencija i obrazovanje koji nisu ublaženi ljudskom toplinom ne vrede baš ništa.’’<br/>4.5/5",,,1,0
220605414,Sve miriše na spas,Danijele Menkareli,"Menkareli, Danijele",,"=""""","=""""",0,4.16,Čigoja,Paperback,189,2023,2020,,2024/10/25,to-read,to-read (#25),to-read,,,,0,0
32186206,Muškarci bez žene,Haruki Murakami,"Murakami, Haruki",Nataša Tomić,"=""866145235X""","=""9788661452352""",0,3.74,Geopoetika,Paperback,247,2016,2014,,2024/09/23,to-read,to-read (#24),to-read,,,,0,0
39775351,The Sequel,R.L. Stine,"Stine, R.L.",,"=""1497695449""","=""9781497695443""",0,3.34,MysteriousPress.com/Open Road,Kindle Edition,66,2015,2014,,2024/09/04,to-read,to-read (#23),to-read,,,,0,0
57468942,Druga zemlja,James Baldwin,"Baldwin, James",Dusan Puvacic,"=""8601010083""","=""""",0,4.30,"Svjetlost, Sarajevo",Paperback,596,1986,1962,,2024/09/03,to-read,to-read (#22),to-read,,,,0,0
78950,"Little Men (Little Women, #2)",Louisa May Alcott,"Alcott, Louisa May","Justine Eyre, James Spanfeller","=""1406954365""","=""9781406954364""",0,3.88,Hard Press,Paperback,329,2006,1871,,2024/09/02,to-read,to-read (#21),to-read,,,,0,0
49696720,Little Woman,Louisa May Alcott,"Alcott, Louisa May",,"=""""","=""""",4,4.17,Aerie,Unknown Binding,456,1868,1868,2024/07/23,2024/03/27,,,read,"Meg, Džo, Bet i Ejmi ❤️ Simpatična i topla priča o životu 4 sestre u 19. veku.<br/><br/>U knjizi nema previše radnje niti velikih zapleta već je opisana samo lepota svakodnevnog života jedne porodice i u dobrim i lošijim vremenima. <br/><br/>Jako lepa karakterizacija likova doprinosi našoj prisnosti s glavnim junakinjama. Jasno mi je zašto se svrstava u klasike književnosti. ",,,1,0
166997,Stoner,John  Williams,"Williams, John",John McGahern,"=""1590171993""","=""9781590171998""",5,4.35,New York Review Books,Paperback,292,2006,1965,2024/09/02,2024/06/27,,,read,"Zaista umešno napisan roman. Prosto predstavlja život jednog običnog čoveka koji nije tražio mnogo, samo da sledi svoje strasti i načela. <br/>Priča koja je  se čini dosadnom, ali zapravo vas sve vreme navlači. <br/><br/>4.2, zato što je mi ostavila pomalo depresivan osećaj, iako Stoner nužno ne mora da se doživaljava kao nesrećan čovek. <br/>",,,1,0
28364542,Nesporazum u Moskvi,Simone de Beauvoir,"Beauvoir, Simone de",,"=""8652119171""","=""9788652119172""",2,3.71,Laguna,Paperback,102,2015,1966,2024/08/28,2024/08/27,,,read,"Toliko mi nije legla ova novelica, a kada sam pročitala malo o autorki, jasno mi je i zašto. ",,,1,0
38781341,East of Eden,John Steinbeck,"Steinbeck, John",,"=""""","=""""",5,4.44,Penguin,Paperback,640,2004,1952,2024/08/27,2024/07/04,,,read,,,,1,0
23515727,No Country for Old Men,Cormac McCarthy,"McCarthy, Cormac",,"=""0375706674""","=""9780375706677""",0,4.17,Vintage International,Paperback,309,2006,2005,,2024/08/18,to-read,to-read (#20),to-read,,,,0,0
168668,Catch-22,Joseph Heller,"Heller, Joseph",,"=""0684833395""","=""9780684833392""",0,3.99,Simon & Schuster ,Paperback,453,2004,1961,,2024/08/18,to-read,to-read (#19),to-read,,,,0,0
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",3,3.80,Back Bay Books,Paperback,277,2001,1951,2024/08/12,2023/12/30,,,read,"Odmah nakon što sam završila sa čitanjem počela sam da istražujem zašto je ovo delo jedno od najboljih dela američke književnosti i nisam našla adekvatan odgovor. Ako neko želi da mi obrazloži, baš bi mi značilo. <br/><br/>",,,1,0
24854,Knulp,Hermann Hesse,"Hesse, Hermann",,"=""3518380710""","=""9783518380710""",4,3.87,Suhrkamp Verlag,Paperback,136,1988,1915,2024/08/04,2024/08/04,,,read,"Hese je Knulpa napisao 1915. godine - nekoliko godina pre Sidarte, Narcisa i Zlatoustog, Igre Đinđuvama, za koje se može reći da predstavljaju zrelije razdoblje Heseovog stvaralaštva, pa bi u odnosu na poznije radove ocena bila 4. <br/><br/>Kao i u nekoliko sledećih romana, protagonista je lutalica koji nije pronašao smisao življenja (ili možda jeste?). Vagabund koji se kreće kroz različita društva i nikoga ne ostavlja ravnodušnim ostavljajući dubok utisak u svima. Žene su ga naročito volele. Ali u samom romanu, za razliku od Narcisa i Zlatoustog, nije akcenat na njegovim ljubavnim vezama, već su u pitanje životne reminiscencije, razmatranja i posmatranje samog života i njegovih učesnika, samootkrivanje, usamljenost i pripadnost.<br/><br/>Pored traženje smisla života, obrađuje se i tema odnosa društva i pojedinca. Njegovoj autentičnosti se mnogi dive, potajno mu zavide, ali ga svakako savetuju da treba da radi isto što i oni. <br/><br/>Hese nas navodi na razmišljanje o sopstvenom putu i šta za nas znači sloboda? <br/><br/>- Vidiš, reče Bog, ti meni nisi bio potreban drukčiji, već baš takav kakav si. U moje ime si pešačio, i ustaljenim ljudima si neprestano donosio malo zavičajne tuge za slobodom. U moje ime si činio gluposti i puštao da ti se izrugaju: meni samom su se izrugivali u tebi, i mene su u tebi voleli. Jer ti si moje čedo i moj brat i delić mene, i nisi ni iskusio ni propatio ništa što ja nisam doživeo zajedno s tobom.",,,1,0
9539650,Bele noći,Fyodor Dostoevsky,"Dostoevsky, Fyodor",,"=""8637911153""","=""9788637911159""",0,4.07,Srpska knjizevna zadruga,Paperback,70,2010,1848,,2024/08/03,to-read,to-read (#18),to-read,,,,0,0
28491242,Džan [Џан],Andrei Platonov,"Platonov, Andrei",Aleksandar Badnjarević,"=""8679580147""","=""9788679580146""",4,4.07,"LOM, Beograd",Paperback,153,2009,1935,2024/02/11,2024/02/09,,,read,,,,1,0
9856721,Kradljivica knjiga,Markus Zusak,"Zusak, Markus",Nikola Pajvančić,"=""867436957X""","=""9788674369579""",5,4.39,Laguna,Paperback,533,2008,2005,2024/07/31,2024/07/27,,,read,,,,1,0
59977166,Miranda je nestala,Javier Castillo,"Castillo, Javier",Sandra Nešović,"=""8610041492""","=""9788610041491""",2,3.83,"Beograd: Vulkan izdavaštvo, 2021 (Beograd: Vulkan štamparija)",Paperback,302,2021,2019,2024/07/26,2024/07/24,,,read,"Htela sam da pročitam neki triler koji je uzbudljiv, ali ujedno i opuštajući. <br/>Kakva su lošija dela savremenih pisaca, ako ovakva dela spadaju u sam vrh? <br/><br/>Previše nabacanih događaja, bez ikakvog razrađivanja karaktera glavnih ličnosti. Samo da je više zapleta i raspleta naizgled nepredvidivih. Lepa ideja za triler, ali fali umeće pripovedanja. <br/>",,,1,0
11099407,Vreme čuda,Borislav Pekić,"Pekić, Borislav",,"=""8675600380""","=""""",0,4.48,Solaris,Hardcover,343,2006,1965,,2024/07/04,to-read,to-read (#17),to-read,,,,0,0
56597885,"Beautiful World, Where Are You",Sally Rooney,"Rooney, Sally",,"=""0374602603""","=""9780374602604""",3,3.53,"Farrar, Straus and Giroux",Hardcover,356,2021,2021,2024/06/26,2022/11/18,,,read,"Knjiga koja mi uopšte nije legla, iako se bavi aktuelnim temama. Sali Runi nazivaju književnim čudom, ali se to iz ove knjige ne može zaključiti. Nakon što sam već počela da čitam, saznala sam da joj je ovo slabije delo.  <br/>Možda su Normalni ljudi bolji. <br/>Da li treba doneti sud o autoru na osnovu jedne knjige ili dati šansu još nekom delu? <br/> ",,,1,0
6087523,Senka vetra (El cementerio de los libros olvidados #1),Carlos Ruiz Zafón,"Zafón, Carlos Ruiz",,"=""8677020233""","=""9788677020231""",5,4.31,Čarobna knjiga,Paperback,478,2005,2001,2024/06/24,2024/04/12,,,read,Interesantna atmosfera i likovi u knjizi. Vrlo maštovito osmišljeno. Što je neko napisao - film na papiru. <br/><br/>Na kraju je par predvidivih elemenata zbog kojih bi ocena bila 4.5.,,,1,0
40496,How Green Was My Valley,Richard Llewellyn,"Llewellyn, Richard",,"=""""","=""""",0,4.21,Penguin Classics,Paperback,448,2001,1939,,2024/06/08,to-read,to-read (#16),to-read,,,,0,0
24845639,Piková dáma,Alexander Pushkin,"Pushkin, Alexander",Bohumil Mathesius,"=""""","=""""",4,3.91,Práce,Paperback,56,1973,1834,2024/06/08,2024/06/08,,,read,,,,1,0
53243454,Sivac i ja,Juan Ramón Jiménez,"Jiménez, Juan Ramón",,"=""9997690729""","=""9789997690722""",0,3.85,Imprimatur,Paperback,230,2020,1914,,2024/06/01,to-read,to-read (#15),to-read,,,,0,0
25351086,Krojcerova sonata,Leo Tolstoy,"Tolstoy, Leo",,"=""8683967700""","=""9788683967704""",4,3.86,,,63,2015,1889,2024/05/24,2024/05/24,,,read,,,,1,0
18665225,Glasovi Marakeša : zapisi po nekem potovanju,Elias Canetti,"Canetti, Elias",Stanka Rendla,"=""9612313474""","=""""",4,3.66,Cankarjeva založba,Paperback,142,2003,1968,2024/04/26,2024/04/25,,,read,,,,1,0
32307358,"Origin (Robert Langdon, #5)",Dan    Brown,"Brown, Dan",,"=""""","=""""",3,3.90,Doubleday ,ebook,480,2017,2017,2018/01/14,2024/04/24,,,read,"Mickey Mouse again, seriously?<br/><br/>Merged review:<br/><br/>Mickey Mouse again, seriously?",,,2,0
40961619,Nepodnosljiva lakoca postojanja,Milan Kundera,"Kundera, Milan",,"=""8674706916""","=""9788674706916""",5,4.11,Kosmos,Hardcover,0,2016,1984,2024/04/23,2023/12/23,,,read,,,,1,0
205920627,Karlove šetnje s knjigama,Carsten Henn,"Henn, Carsten",Dušica Milojković,"=""865214947X""","=""9788652149476""",0,4.11,Laguna,Paperback,208,2023,2020,,2024/04/13,to-read,to-read (#14),to-read,,,,0,0
42758384,Gazda Mladen,Borisav Stanković,"Stanković, Borisav",,"=""8829548138""","=""9788829548132""",5,4.38,Klasika,ebook,99,2018,1928,2024/04/12,2024/04/11,,,read,,,,1,0
7671672,Kad je Niče plakao,Irvin D. Yalom,"Yalom, Irvin D.",Olivera Živanović,"=""""","=""9788644705451""",5,4.36,Plato,Paperback,381,2011,1992,2024/04/11,2024/04/08,,,read,,,,1,0
75581026,Persephone Made Me Do It,Trista Mateer,"Mateer, Trista",,"=""""","=""9781771682923""",0,4.18,Central Avenue Publishing,Kindle Edition,176,2023,2023,,2024/04/09,to-read,to-read (#13),to-read,,,,0,0
4707988,Lovac na zmajeve,Khaled Hosseini,"Hosseini, Khaled",Nikola Pajvančić,"=""8674365027""","=""9788674365021""",4,4.36,Laguna,Paperback,342,2006,2003,2024/04/07,2024/03/28,,,read,,,,1,0
6621972,Proljeća Ivana Galeba,Vladan Desnica,"Desnica, Vladan",,"=""8617049901""","=""9788617320698""",0,4.12,Globus media,Hardcover,402,1997,1957,,2024/04/06,,,read,,,,1,0
15853780,Narcis i Zlatousti,Hermann Hesse,"Hesse, Hermann",Bojana Zeljko-Lipovšćak,"=""953623436X""","=""""",5,4.22,Zagrebačka naklada,Paperback,288,1997,1930,2024/03/28,2024/02/21,,,read,,,,1,0
24698181,Tatarska pustinja,Dino Buzzati,"Buzzati, Dino",Sanja Ljubisavljević,"=""8683503224""","=""""",5,4.21,Mono : Maňana press; Beopolis (Beograd),Hardcover,277,,1940,2024/03/26,2024/03/24,,,read,,,,1,0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",4,4.45,Riverhead Books,Hardcover,372,2007,2007,2024/03/24,2023/12/23,,,read,,,,1,0
28091733,"Idi, postavi stražara",Harper Lee,"Lee, Harper",Marko Kovačić,"=""9533432926""","=""9789533432922""",4,3.31,"Znanje, Zagreb",Hardcover,244,2015,2015,2024/03/21,2024/02/23,,,read,,,,1,0
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""0060935464""","=""9780060935467""",5,4.26,Harper Perennial Modern Classics ,Paperback,323,2006,1960,2024/02/21,2023/12/30,,,read,,,,1,0
169020260,SLIKAR PROLAZNOG SVETA,Kazuo Isiguro,"Isiguro, Kazuo",,"=""""","=""""",0,4.00,SRPSKA KNJIZEVNA ZADRUGA BEOGRAD,Hardcover,0,1991,,,2024/02/16,to-read,to-read (#12),to-read,,,,0,0
18274586,Volite li Bramsa...,Françoise Sagan,"Sagan, Françoise",,"=""""","=""""",3,3.72,Beograd: Book & Marso,Paperback,143,2006,1959,2024/02/15,2024/02/15,,,read,,,,1,0
11168610,"Dobar dan, tugo",Françoise Sagan,"Sagan, Françoise",Ivo Klarić,"=""""","=""""",3,3.74,Večernji list,Hardcover,112,2004,1954,2024/02/14,2024/02/14,,,read,,,,1,0
6514,The Bell Jar,Sylvia Plath,"Plath, Sylvia",,"=""0571268862""","=""9780571268863""",0,4.05,Harper Perennial Modern Classics,Paperback,294,2006,1963,2024/02/07,2017/11/15,,,read,,,,1,0
86076359,"Juzno od granice, zapadno od sunca",Haruki Murakami,"Murakami, Haruki",,"=""""","=""""",4,3.85,Geopoetika,Paperback,0,2022,1992,,2023/12/23,,,read,,,,1,0
7539704,Norveška šuma,Haruki Murakami,"Murakami, Haruki",Nataša Tomić,"=""8676661138""","=""9788676661138""",4,3.99,Geopoetika,Paperback,336,2007,1987,2024/01/20,2024/01/03,,,read,,,,1,0
329866,The Dream of a Ridiculous Man,Fyodor Dostoevsky,"Dostoevsky, Fyodor",Fyodor Dostoyevsky,"=""1419160222""","=""9781419160226""",5,4.03,Kessinger Publishing,Paperback,32,2004,1877,,2024/01/15,,,read,,,,1,0
45323630,U senci masline,Lucinda Riley,"Riley, Lucinda",Branislava Radević-Stojiljković,"=""8652133697""","=""9788652133697""",0,4.04,Laguna,Paperback,512,2019,2016,,2024/01/11,,,read,,,,1,0
22049814,Na Drini ćuprija / Prokleta avlija,Ivo Andrić,"Andrić, Ivo",,"=""""","=""""",5,4.33,Prosveta,Hardcover,448,2003,1945,,2017/09/18,,,read,,,,1,1
45974,The Book of Disquiet,Fernando Pessoa,"Pessoa, Fernando","Bernardo Soares, Richard Zenith","=""0141183047""","=""9780141183046""",0,4.39,Penguin Classics,Paperback,544,2002,1982,,2024/01/02,to-read,to-read (#11),to-read,,,,0,0
90260,"The Road to Los Angeles (The Saga of Arturo Bandini, #2)",John Fante,"Fante, John",,"=""0876856490""","=""9780876856499""",0,3.79,Ecco,Paperback,166,2002,1985,,2024/01/02,to-read,to-read (#10),to-read,,,,0,0
